epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,545.373,0.74343,0.42411,0.92079,0.75603,0.57355,0.70518,0.45555,1.06384,0.58836,1.08256,0.00137159,0.00137159,0.00137159
181,548.346,0.67938,0.39266,0.9205,0.71428,0.62595,0.70382,0.44814,1.11029,0.59456,1.11187,0.00136994,0.00136994,0.00136994
182,551.392,0.68563,0.38683,0.93717,0.78449,0.6029,0.69655,0.45092,1.07926,0.62631,1.09269,0.00136829,0.00136829,0.00136829
183,554.355,0.69668,0.40067,0.93383,0.73645,0.59884,0.72463,0.45067,1.09406,0.61765,1.0899,0.00136664,0.00136664,0.00136664
184,557.235,0.7353,0.41017,0.92276,0.7156,0.64486,0.72603,0.46165,1.04349,0.57926,1.06467,0.00136499,0.00136499,0.00136499
185,560.354,0.73201,0.41068,0.93264,0.83797,0.62571,0.74547,0.46854,1.08052,0.62679,1.08556,0.00136334,0.00136334,0.00136334
186,563.413,0.69181,0.38435,0.92943,0.76212,0.61603,0.69496,0.43612,1.142,0.57513,1.22609,0.00136169,0.00136169,0.00136169
187,566.277,0.68734,0.3889,0.93094,0.77441,0.57259,0.69474,0.42402,1.16764,0.66059,1.16019,0.00136004,0.00136004,0.00136004
188,569.134,0.71455,0.4223,0.92938,0.72387,0.60548,0.67889,0.42929,1.03156,0.62087,1.04531,0.00135839,0.00135839,0.00135839
189,572.099,0.66876,0.39082,0.93236,0.78582,0.61497,0.71296,0.45447,1.09273,0.57127,1.09614,0.00135674,0.00135674,0.00135674
190,575.117,0.72756,0.416,0.92515,0.69801,0.6467,0.71177,0.4497,1.0497,0.57445,1.03483,0.00135509,0.00135509,0.00135509
191,578.198,0.69479,0.39133,0.93664,0.70012,0.60906,0.69812,0.44249,0.99977,0.62123,1.02873,0.00135344,0.00135344,0.00135344
192,581.153,0.70246,0.39567,0.93759,0.71967,0.61905,0.71832,0.45468,1.11222,0.61715,1.14006,0.00135179,0.00135179,0.00135179
193,584.137,0.74587,0.42843,0.93268,0.78861,0.59106,0.73079,0.45936,1.14576,0.62997,1.07031,0.00135014,0.00135014,0.00135014
194,587.164,0.68777,0.38248,0.94057,0.74013,0.60699,0.70489,0.4531,1.16951,0.68408,1.24189,0.00134849,0.00134849,0.00134849
195,590.093,0.74852,0.42537,0.92716,0.71784,0.60256,0.71601,0.45499,1.03781,0.70404,1.06183,0.00134684,0.00134684,0.00134684
196,593.102,0.69999,0.39158,0.92856,0.80916,0.58118,0.72417,0.4655,1.00525,0.57743,1.01987,0.00134519,0.00134519,0.00134519
197,596.035,0.71435,0.39229,0.92628,0.81387,0.58508,0.72628,0.45811,1.13546,0.61826,1.14563,0.00134354,0.00134354,0.00134354
198,598.965,0.6939,0.38885,0.92426,0.74497,0.55525,0.68968,0.43038,1.23724,0.70049,1.27894,0.00134188,0.00134188,0.00134188
199,601.863,0.72953,0.39686,0.93689,0.75932,0.59059,0.73736,0.47309,1.05699,0.55763,1.07213,0.00134023,0.00134023,0.00134023
200,604.77,0.69272,0.39075,0.92121,0.75495,0.53637,0.7077,0.46356,0.99023,0.58009,1.03442,0.00133858,0.00133858,0.00133858
201,607.665,0.7055,0.402,0.92237,0.79418,0.62798,0.74101,0.47616,1.03249,0.56853,1.04119,0.00133693,0.00133693,0.00133693
202,610.647,0.6717,0.3785,0.92726,0.81122,0.59909,0.738,0.46782,1.05988,0.58498,1.10993,0.00133528,0.00133528,0.00133528
203,613.564,0.67656,0.37404,0.91468,0.74732,0.62537,0.72956,0.45984,1.14093,0.64419,1.10643,0.00133363,0.00133363,0.00133363
204,616.51,0.68869,0.38789,0.92356,0.79894,0.55337,0.71483,0.46608,1.01683,0.63637,1.0219,0.00133198,0.00133198,0.00133198
205,619.388,0.67983,0.40563,0.9143,0.75162,0.60713,0.70111,0.45034,1.03107,0.58285,1.03779,0.00133033,0.00133033,0.00133033
206,622.445,0.72957,0.43401,0.91196,0.78898,0.58575,0.7195,0.45693,1.05083,0.6092,1.06567,0.00132868,0.00132868,0.00132868
207,625.689,0.68932,0.39946,0.9233,0.71994,0.65584,0.72748,0.45881,1.12461,0.62714,1.13236,0.00132703,0.00132703,0.00132703
208,628.537,0.69367,0.38952,0.92957,0.75784,0.58941,0.71701,0.45763,1.04296,0.61374,1.05721,0.00132538,0.00132538,0.00132538
209,631.491,0.72562,0.39818,0.92305,0.75301,0.60142,0.72774,0.46467,1.15776,0.63207,1.18864,0.00132373,0.00132373,0.00132373
210,634.486,0.69322,0.39214,0.92742,0.69555,0.6263,0.714,0.45457,1.16279,0.63446,1.18949,0.00132208,0.00132208,0.00132208
211,637.503,0.69557,0.38671,0.91836,0.71381,0.59491,0.69383,0.44182,1.16594,0.64821,1.18377,0.00132043,0.00132043,0.00132043
212,640.546,0.66882,0.3697,0.93295,0.70667,0.6198,0.71919,0.46119,1.08288,0.61111,1.07966,0.00131878,0.00131878,0.00131878
213,643.44,0.72187,0.40266,0.91417,0.65488,0.66699,0.72754,0.469,1.05367,0.61865,1.06339,0.00131713,0.00131713,0.00131713
214,646.484,0.70763,0.39156,0.9282,0.68767,0.63668,0.72244,0.45983,1.08083,0.65772,1.07595,0.00131548,0.00131548,0.00131548
215,649.443,0.68077,0.3706,0.92299,0.74127,0.6411,0.73665,0.47028,1.05133,0.58059,1.04641,0.00131383,0.00131383,0.00131383
216,652.441,0.69479,0.37634,0.92283,0.74054,0.59515,0.70688,0.4645,1.02404,0.57974,1.02278,0.00131218,0.00131218,0.00131218
217,655.448,0.72558,0.40855,0.93097,0.73035,0.56141,0.69246,0.45824,1.00051,0.61456,1.02273,0.00131053,0.00131053,0.00131053
218,658.383,0.70692,0.38876,0.92205,0.70724,0.60123,0.69443,0.45013,1.03791,0.59419,1.05165,0.00130888,0.00130888,0.00130888
219,661.37,0.69066,0.38824,0.92083,0.765,0.59663,0.71707,0.46455,1.06936,0.57659,1.09316,0.00130723,0.00130723,0.00130723
220,664.339,0.70737,0.38411,0.91531,0.74885,0.60597,0.73581,0.48695,1.07049,0.59836,1.10853,0.00130558,0.00130558,0.00130558
221,667.305,0.69551,0.37541,0.92085,0.87626,0.57554,0.74754,0.47726,1.09287,0.54538,1.14325,0.00130393,0.00130393,0.00130393
222,670.498,0.67637,0.3746,0.92362,0.74969,0.58929,0.72306,0.47591,1.03536,0.59382,1.10793,0.00130228,0.00130228,0.00130228
223,673.492,0.69974,0.38425,0.91789,0.76213,0.56164,0.69415,0.4545,1.04944,0.66562,1.09958,0.00130063,0.00130063,0.00130063
224,676.455,0.67576,0.38593,0.92251,0.77008,0.59925,0.74587,0.48525,1.08908,0.59031,1.1434,0.00129898,0.00129898,0.00129898
225,679.555,0.68106,0.38028,0.92289,0.80704,0.5984,0.74029,0.47897,1.05105,0.59871,1.08996,0.00129733,0.00129733,0.00129733
226,682.751,0.69635,0.37588,0.91938,0.80197,0.60223,0.71681,0.46598,1.01361,0.56392,1.03258,0.00129568,0.00129568,0.00129568
227,685.759,0.68164,0.37394,0.91658,0.78244,0.58349,0.71161,0.46022,1.04971,0.61603,1.07058,0.00129403,0.00129403,0.00129403
228,688.741,0.67279,0.36887,0.9337,0.70001,0.59821,0.68208,0.44032,1.11279,0.70153,1.13511,0.00129238,0.00129238,0.00129238
229,691.794,0.67422,0.38376,0.91814,0.79066,0.59531,0.69848,0.43803,1.2959,0.60855,1.46185,0.00129072,0.00129072,0.00129072
230,694.744,0.67551,0.37937,0.91342,0.70606,0.62816,0.70725,0.45246,1.06413,0.59903,1.08948,0.00128907,0.00128907,0.00128907
231,697.672,0.7038,0.39315,0.91836,0.70529,0.62887,0.7065,0.44589,1.03896,0.62151,1.05486,0.00128742,0.00128742,0.00128742
232,700.564,0.69103,0.38188,0.91794,0.69731,0.64165,0.70413,0.45497,1.03878,0.59744,1.02122,0.00128577,0.00128577,0.00128577
233,703.42,0.64447,0.36015,0.92468,0.75513,0.63975,0.73941,0.47038,1.04309,0.55239,1.05546,0.00128412,0.00128412,0.00128412
234,706.569,0.69302,0.37479,0.91835,0.76291,0.59331,0.71585,0.45073,1.08177,0.63857,1.0974,0.00128247,0.00128247,0.00128247
235,709.629,0.67756,0.37555,0.92107,0.76657,0.64935,0.7398,0.46951,1.01199,0.57223,1.06468,0.00128082,0.00128082,0.00128082
236,712.561,0.66854,0.36804,0.91749,0.80078,0.61309,0.72828,0.45679,1.10993,0.58926,1.11591,0.00127917,0.00127917,0.00127917
237,715.449,0.67903,0.37139,0.92378,0.8563,0.56802,0.72165,0.46152,1.14215,0.62769,1.15188,0.00127752,0.00127752,0.00127752
238,718.472,0.73657,0.40851,0.92153,0.72165,0.62682,0.70385,0.45212,1.21653,0.6884,1.23018,0.00127587,0.00127587,0.00127587
239,721.433,0.70409,0.39469,0.91757,0.71637,0.60106,0.68647,0.44204,1.17435,0.79275,1.23204,0.00127422,0.00127422,0.00127422
240,724.355,0.67214,0.36824,0.91545,0.77299,0.5962,0.70836,0.44761,1.18235,0.68816,1.25769,0.00127257,0.00127257,0.00127257
241,727.284,0.65595,0.36634,0.91817,0.75511,0.62857,0.73517,0.47052,1.14558,0.62182,1.23249,0.00127092,0.00127092,0.00127092
242,730.229,0.6949,0.37771,0.93417,0.70906,0.63754,0.70958,0.46322,1.10661,0.59726,1.17195,0.00126927,0.00126927,0.00126927
243,733.171,0.65739,0.37704,0.91256,0.64509,0.64635,0.70684,0.45606,1.06069,0.63469,1.10858,0.00126762,0.00126762,0.00126762
244,736.091,0.67518,0.37819,0.90455,0.75826,0.63164,0.72801,0.45652,1.0723,0.69138,1.11681,0.00126597,0.00126597,0.00126597
245,739.091,0.67531,0.37343,0.91351,0.64008,0.66886,0.72117,0.45956,1.10763,0.72208,1.15342,0.00126432,0.00126432,0.00126432
246,742.027,0.66756,0.37871,0.92149,0.6202,0.69041,0.72419,0.46248,1.11693,0.61395,1.16585,0.00126267,0.00126267,0.00126267
247,745.114,0.68552,0.37774,0.91411,0.74639,0.63817,0.73868,0.46859,1.10929,0.66016,1.15075,0.00126102,0.00126102,0.00126102
248,748.037,0.66767,0.37616,0.91753,0.65583,0.6991,0.73298,0.4671,1.10235,0.68645,1.12021,0.00125937,0.00125937,0.00125937
249,750.936,0.68037,0.37903,0.91572,0.64473,0.70746,0.72271,0.46458,1.12653,0.64339,1.16978,0.00125772,0.00125772,0.00125772
250,753.977,0.63639,0.35767,0.91494,0.77431,0.6114,0.735,0.46442,1.21885,0.60741,1.26851,0.00125607,0.00125607,0.00125607
251,756.966,0.66002,0.36515,0.92048,0.75373,0.62254,0.71564,0.46188,1.09153,0.58246,1.10993,0.00125442,0.00125442,0.00125442
252,759.926,0.6715,0.3669,0.9138,0.76396,0.63903,0.7237,0.46887,1.08825,0.57992,1.13893,0.00125277,0.00125277,0.00125277
253,762.858,0.66913,0.37209,0.91544,0.76247,0.63803,0.7191,0.45995,1.08528,0.59457,1.12449,0.00125112,0.00125112,0.00125112
254,765.866,0.64565,0.35532,0.91649,0.71209,0.6327,0.73317,0.4728,1.14724,0.63108,1.16197,0.00124947,0.00124947,0.00124947
255,768.848,0.6842,0.37391,0.91601,0.73241,0.62887,0.71564,0.45782,1.0644,0.61256,1.07893,0.00124782,0.00124782,0.00124782
256,771.949,0.63787,0.35705,0.90511,0.80233,0.57631,0.73691,0.45882,1.03303,0.58587,1.05735,0.00124617,0.00124617,0.00124617
257,774.85,0.64546,0.36867,0.90967,0.81535,0.56697,0.7216,0.44959,1.05891,0.6074,1.09256,0.00124452,0.00124452,0.00124452
258,777.839,0.69507,0.38608,0.90673,0.83176,0.60115,0.71981,0.45485,1.04556,0.59798,1.07137,0.00124287,0.00124287,0.00124287
259,780.828,0.62232,0.3445,0.92161,0.81866,0.55544,0.71624,0.46003,1.039,0.6338,1.06345,0.00124121,0.00124121,0.00124121
260,783.654,0.64954,0.35825,0.92183,0.717,0.66931,0.7347,0.46552,1.06994,0.59327,1.09565,0.00123956,0.00123956,0.00123956
261,786.698,0.67591,0.3622,0.92171,0.75202,0.66713,0.73644,0.45918,1.11638,0.61455,1.18004,0.00123791,0.00123791,0.00123791
262,789.553,0.64861,0.34944,0.91743,0.81397,0.60946,0.71981,0.45823,1.05645,0.59943,1.07336,0.00123626,0.00123626,0.00123626
263,792.406,0.65487,0.36074,0.91287,0.72482,0.60073,0.70473,0.45496,1.04166,0.69119,1.08341,0.00123461,0.00123461,0.00123461
264,795.349,0.66584,0.37456,0.90744,0.66719,0.69105,0.71393,0.45581,1.06442,0.65526,1.10753,0.00123296,0.00123296,0.00123296
265,798.338,0.65557,0.37865,0.9049,0.66986,0.69614,0.73923,0.46491,1.04,0.60741,1.07604,0.00123131,0.00123131,0.00123131
266,801.471,0.63285,0.35091,0.92168,0.68388,0.64486,0.74339,0.46305,1.09221,0.55681,1.11974,0.00122966,0.00122966,0.00122966
267,804.476,0.68477,0.37696,0.91852,0.66284,0.62619,0.68876,0.4397,1.08091,0.61843,1.09212,0.00122801,0.00122801,0.00122801
268,807.429,0.677,0.37888,0.90049,0.70114,0.66633,0.73994,0.47545,1.08471,0.6027,1.1061,0.00122636,0.00122636,0.00122636
269,810.334,0.65098,0.35725,0.9251,0.70502,0.66897,0.74942,0.47904,1.06731,0.56976,1.07258,0.00122471,0.00122471,0.00122471
270,813.296,0.6205,0.33996,0.92175,0.66555,0.67696,0.7404,0.47761,1.02632,0.59269,1.03995,0.00122306,0.00122306,0.00122306
271,816.308,0.64385,0.35654,0.90788,0.79827,0.60994,0.73458,0.46295,1.0525,0.61168,1.07892,0.00122141,0.00122141,0.00122141
272,819.23,0.67487,0.37547,0.91465,0.76116,0.66933,0.75366,0.47649,1.04258,0.55434,1.10118,0.00121976,0.00121976,0.00121976
273,822.057,0.6264,0.35124,0.9187,0.71671,0.69314,0.73971,0.46314,1.04238,0.57351,1.05496,0.00121811,0.00121811,0.00121811
274,825.029,0.66622,0.36707,0.90577,0.66418,0.64968,0.70269,0.45392,1.07763,0.65292,1.12271,0.00121646,0.00121646,0.00121646
275,827.982,0.66467,0.36793,0.91427,0.6924,0.62777,0.68856,0.43042,1.13441,0.69309,1.18183,0.00121481,0.00121481,0.00121481
276,830.872,0.67147,0.36503,0.91722,0.65145,0.66239,0.7016,0.44423,1.0181,0.62814,1.04667,0.00121316,0.00121316,0.00121316
277,833.85,0.64903,0.35563,0.91377,0.76748,0.63087,0.71603,0.45643,1.14044,0.60835,1.18172,0.00121151,0.00121151,0.00121151
278,836.77,0.6948,0.37406,0.92625,0.85687,0.58409,0.72776,0.45801,1.14499,0.60429,1.22504,0.00120986,0.00120986,0.00120986
279,839.752,0.65464,0.35688,0.9144,0.81281,0.59224,0.71596,0.46306,1.09419,0.63309,1.09957,0.00120821,0.00120821,0.00120821
280,842.713,0.63604,0.35017,0.90956,0.74411,0.63087,0.71702,0.46866,1.06825,0.60214,1.08253,0.00120656,0.00120656,0.00120656
281,845.65,0.66284,0.35781,0.90767,0.72903,0.65834,0.72739,0.46269,1.04949,0.64153,1.0777,0.00120491,0.00120491,0.00120491
282,848.754,0.63852,0.35378,0.90986,0.67693,0.668,0.69989,0.4478,1.03685,0.69695,1.08368,0.00120326,0.00120326,0.00120326
283,851.73,0.63564,0.34792,0.91874,0.68698,0.64868,0.69782,0.44882,1.01046,0.68434,1.05563,0.00120161,0.00120161,0.00120161
284,854.702,0.64764,0.37044,0.91068,0.68828,0.66234,0.71135,0.45329,1.01081,0.64583,1.03731,0.00119996,0.00119996,0.00119996
285,857.648,0.65241,0.36837,0.90544,0.73756,0.66049,0.73193,0.45827,1.04067,0.60094,1.05641,0.00119831,0.00119831,0.00119831
286,860.52,0.68637,0.3751,0.91385,0.74804,0.62737,0.73411,0.47789,0.99998,0.61151,1.03728,0.00119666,0.00119666,0.00119666
287,863.434,0.66045,0.36709,0.90273,0.74733,0.63682,0.72848,0.4678,0.99141,0.6016,1.02473,0.00119501,0.00119501,0.00119501
288,866.431,0.64756,0.35601,0.91325,0.72846,0.62941,0.73263,0.47534,1.01027,0.61489,1.02989,0.00119336,0.00119336,0.00119336
289,869.365,0.64595,0.35209,0.91782,0.69511,0.63087,0.71599,0.46041,1.08847,0.69148,1.146,0.0011917,0.0011917,0.0011917
290,872.319,0.63344,0.33702,0.91046,0.79825,0.5964,0.72789,0.45834,1.08427,0.61377,1.13679,0.00119005,0.00119005,0.00119005
291,875.289,0.67728,0.37031,0.91146,0.73876,0.64814,0.7245,0.46346,1.0056,0.66654,1.04347,0.0011884,0.0011884,0.0011884
292,878.194,0.63808,0.35869,0.90198,0.73718,0.63935,0.7309,0.46931,1.00214,0.65452,1.04841,0.00118675,0.00118675,0.00118675
293,881.118,0.65184,0.35747,0.90059,0.75958,0.63717,0.72855,0.45989,1.0408,0.69591,1.079,0.0011851,0.0011851,0.0011851
294,884.233,0.669,0.37133,0.9236,0.72366,0.60969,0.73085,0.46623,1.11681,0.65718,1.18465,0.00118345,0.00118345,0.00118345
295,887.243,0.62863,0.35978,0.90853,0.72536,0.61953,0.69353,0.44947,1.07378,0.74205,1.12407,0.0011818,0.0011818,0.0011818
296,890.227,0.63373,0.35548,0.91559,0.68722,0.69624,0.74123,0.47918,0.98807,0.55221,1.02648,0.00118015,0.00118015,0.00118015
297,893.072,0.66978,0.37923,0.90543,0.73853,0.65418,0.72898,0.46589,1.08084,0.5938,1.08371,0.0011785,0.0011785,0.0011785
298,896.102,0.65769,0.37404,0.90462,0.67683,0.64772,0.71104,0.45343,1.09988,0.68884,1.1276,0.00117685,0.00117685,0.00117685
299,899.139,0.62698,0.34707,0.91124,0.69383,0.66966,0.72833,0.45568,1.08464,0.64667,1.12422,0.0011752,0.0011752,0.0011752
300,902.052,0.62447,0.35676,0.90366,0.78191,0.58475,0.72724,0.46989,1.01079,0.61835,1.0331,0.00117355,0.00117355,0.00117355
301,904.988,0.66375,0.36549,0.90962,0.67289,0.66775,0.72953,0.46524,1.02224,0.64413,1.05997,0.0011719,0.0011719,0.0011719
302,907.927,0.65726,0.37274,0.90726,0.69797,0.64643,0.73014,0.45937,1.0456,0.61027,1.0667,0.00117025,0.00117025,0.00117025
303,910.847,0.62576,0.34442,0.90444,0.77631,0.60398,0.73647,0.46655,1.04846,0.58876,1.06527,0.0011686,0.0011686,0.0011686
304,913.816,0.6539,0.36173,0.90709,0.79492,0.61072,0.74684,0.4763,1.05169,0.6289,1.07433,0.00116695,0.00116695,0.00116695
305,916.837,0.64709,0.34614,0.91661,0.83104,0.63553,0.7581,0.4795,1.03612,0.59577,1.08235,0.0011653,0.0011653,0.0011653
306,919.797,0.6353,0.34685,0.91252,0.73852,0.62085,0.73318,0.45789,1.05886,0.62414,1.07681,0.00116365,0.00116365,0.00116365
307,922.833,0.62074,0.34107,0.90468,0.70094,0.66252,0.7153,0.44315,1.1278,0.66525,1.18028,0.001162,0.001162,0.001162
308,925.737,0.64524,0.36272,0.90956,0.69391,0.64236,0.71428,0.44898,1.19436,0.63587,1.33449,0.00116035,0.00116035,0.00116035
309,928.698,0.64083,0.34508,0.90704,0.62553,0.7038,0.69865,0.44238,1.14561,0.68308,1.20157,0.0011587,0.0011587,0.0011587
310,931.771,0.6831,0.37948,0.90949,0.74398,0.61155,0.71974,0.45917,1.07519,0.63109,1.10278,0.00115705,0.00115705,0.00115705
311,934.756,0.65967,0.36385,0.90914,0.83438,0.5815,0.73424,0.46786,1.08385,0.57479,1.09761,0.0011554,0.0011554,0.0011554
312,937.712,0.64922,0.36185,0.91259,0.68956,0.64893,0.72018,0.46083,1.02123,0.56741,1.04878,0.00115375,0.00115375,0.00115375
313,940.585,0.64342,0.35215,0.92589,0.79349,0.61971,0.73655,0.46905,1.00507,0.57449,1.03978,0.0011521,0.0011521,0.0011521
314,943.637,0.6334,0.35368,0.90465,0.72504,0.63131,0.72487,0.46475,1.09609,0.59613,1.14228,0.00115045,0.00115045,0.00115045
315,946.634,0.62597,0.35008,0.90909,0.74804,0.62312,0.7196,0.45982,1.06452,0.6344,1.13337,0.0011488,0.0011488,0.0011488
316,949.677,0.66233,0.36542,0.90854,0.74018,0.64102,0.72541,0.46418,1.08693,0.61433,1.13193,0.00114715,0.00114715,0.00114715
317,952.614,0.63709,0.33936,0.91314,0.71665,0.62467,0.70855,0.44937,1.15027,0.67375,1.19966,0.0011455,0.0011455,0.0011455
318,955.651,0.63546,0.34535,0.91297,0.77713,0.65912,0.76135,0.48,1.10656,0.61961,1.1421,0.00114385,0.00114385,0.00114385
319,958.721,0.63823,0.3504,0.90726,0.71119,0.64119,0.72656,0.46115,1.10203,0.67283,1.13723,0.0011422,0.0011422,0.0011422
320,961.615,0.60406,0.34498,0.92122,0.68317,0.70097,0.74623,0.47433,1.1085,0.60212,1.1248,0.00114054,0.00114054,0.00114054
